condsFile,flankerDirc,targetDirc,corrAns,displays,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,kb.keys,kb.corr,kb.rt,Subject ID,group,age,gender,date,expName,
block3_params.xlsx,0,0,z,congruent,0,0,0,2,0,0,0,4,z,1,0.059324228001059964,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,0,0,z,congruent,0,0,0,2,0,1,1,8,z,1,1.7315242379991105,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,0,1,m,incongruent,0,0,0,2,0,2,2,1,z,0,0.10532661199977156,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,1,m,congruent,0,0,0,2,0,3,3,3,m,1,0.4473204850073671,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,0,z,incongruent,0,0,0,2,0,4,4,2,z,1,0.3622429450042546,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,1,m,congruent,0,0,0,2,0,5,5,7,m,1,0.36827785000787117,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,0,z,incongruent,0,0,0,2,0,6,6,6,z,1,0.35927970700140577,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,0,z,incongruent,0,0,0,2,0,7,7,10,z,1,0.3933099139976548,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,0,1,m,incongruent,0,0,0,2,0,8,8,5,m,1,0.4702317730116192,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,1,1,m,congruent,0,0,0,2,0,9,9,11,m,1,0.49199686499196105,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,0,1,m,incongruent,0,0,0,2,0,10,10,9,m,1,0.39546414800861385,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block3_params.xlsx,0,0,z,congruent,0,0,0,2,0,11,11,0,z,1,0.32684854499530047,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,0,z,incongruent,0,1,1,1,0,0,0,2,z,1,0.42955638701096177,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,0,z,incongruent,0,1,1,1,0,1,1,10,z,1,0.42594641000323463,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,0,z,congruent,0,1,1,1,0,2,2,8,z,1,0.4311256079963641,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,0,z,incongruent,0,1,1,1,0,3,3,6,z,1,0.4459546309954021,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,1,m,congruent,0,1,1,1,0,4,4,11,m,1,0.44557429099222645,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,1,m,incongruent,0,1,1,1,0,5,5,9,m,1,0.5162229999987176,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,1,m,incongruent,0,1,1,1,0,6,6,1,m,1,0.5066050549939973,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,1,m,incongruent,0,1,1,1,0,7,7,5,m,1,0.4289148399984697,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,1,m,congruent,0,1,1,1,0,8,8,3,m,1,0.539476203994127,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,0,z,congruent,0,1,1,1,0,9,9,0,z,1,0.37656787999731023,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,0,0,z,congruent,0,1,1,1,0,10,10,4,z,1,0.3699452519940678,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block2_params.xlsx,1,1,m,congruent,0,1,1,1,0,11,11,7,m,1,0.47366506900289096,08BAC,B,20,F,Mar_04_1407,Flanker Task,
block1_params.xlsx,0,1,m,incongruent,0,2,2,0,0,0,0,9,m,1,0.4328037400118774,08BAC,B,20,F,Mar_04_1407,Flanker Task,
